week_start,year_week,product_id,product_name,category,actual_demand,forecast,forecast_error,ape
2024-02-12,2024-W06,VALV-001,"Ball Valve 1/2""",Valves,374,418,44,0.11764705882352941
2024-02-19,2024-W07,VALV-001,"Ball Valve 1/2""",Valves,342,349,7,0.02046783625730994
2024-02-26,2024-W08,VALV-001,"Ball Valve 1/2""",Valves,352,317,-35,0.09943181818181818
2024-03-04,2024-W09,VALV-001,"Ball Valve 1/2""",Valves,435,387,-48,0.1103448275862069
2024-03-11,2024-W10,VALV-001,"Ball Valve 1/2""",Valves,359,415,56,0.15598885793871867
2024-03-18,2024-W11,VALV-001,"Ball Valve 1/2""",Valves,338,376,38,0.11242603550295859
2024-03-25,2024-W12,VALV-001,"Ball Valve 1/2""",Valves,370,346,-24,0.06486486486486487
2024-04-01,2024-W13,VALV-001,"Ball Valve 1/2""",Valves,283,306,23,0.0812720848056537
2024-04-08,2024-W14,VALV-001,"Ball Valve 1/2""",Valves,371,320,-51,0.13746630727762804
2024-04-15,2024-W15,VALV-001,"Ball Valve 1/2""",Valves,425,448,23,0.05411764705882353
2024-04-22,2024-W16,VALV-001,"Ball Valve 1/2""",Valves,317,336,19,0.05993690851735016
2024-04-29,2024-W17,VALV-001,"Ball Valve 1/2""",Valves,452,466,14,0.030973451327433628
2024-05-06,2024-W18,VALV-001,"Ball Valve 1/2""",Valves,368,364,-4,0.010869565217391304
2024-05-13,2024-W19,VALV-001,"Ball Valve 1/2""",Valves,335,382,47,0.14029850746268657
2024-05-20,2024-W20,VALV-001,"Ball Valve 1/2""",Valves,419,451,32,0.07637231503579953
2024-05-27,2024-W21,VALV-001,"Ball Valve 1/2""",Valves,460,533,73,0.15869565217391304
2024-06-03,2024-W22,VALV-001,"Ball Valve 1/2""",Valves,376,405,29,0.07712765957446809
2024-06-10,2024-W23,VALV-001,"Ball Valve 1/2""",Valves,308,330,22,0.07142857142857142
2024-06-17,2024-W24,VALV-001,"Ball Valve 1/2""",Valves,390,433,43,0.11025641025641025
2024-06-24,2024-W25,VALV-001,"Ball Valve 1/2""",Valves,315,317,2,0.006349206349206349
2024-07-01,2024-W26,VALV-001,"Ball Valve 1/2""",Valves,313,363,50,0.1597444089456869
2024-07-08,2024-W27,VALV-001,"Ball Valve 1/2""",Valves,372,381,9,0.024193548387096774
2024-07-15,2024-W28,VALV-001,"Ball Valve 1/2""",Valves,320,289,-31,0.096875
2024-07-22,2024-W29,VALV-001,"Ball Valve 1/2""",Valves,338,357,19,0.05621301775147929
2024-07-29,2024-W30,VALV-001,"Ball Valve 1/2""",Valves,346,301,-45,0.13005780346820808
2024-08-05,2024-W31,VALV-001,"Ball Valve 1/2""",Valves,216,243,27,0.125
2024-08-12,2024-W32,VALV-001,"Ball Valve 1/2""",Valves,279,295,16,0.05734767025089606
2024-08-19,2024-W33,VALV-001,"Ball Valve 1/2""",Valves,314,351,37,0.1178343949044586
2024-08-26,2024-W34,VALV-001,"Ball Valve 1/2""",Valves,257,274,17,0.06614785992217899
2024-09-02,2024-W35,VALV-001,"Ball Valve 1/2""",Valves,296,272,-24,0.08108108108108109
2024-09-09,2024-W36,VALV-001,"Ball Valve 1/2""",Valves,240,248,8,0.03333333333333333
2024-09-16,2024-W37,VALV-001,"Ball Valve 1/2""",Valves,250,221,-29,0.116
2024-09-23,2024-W38,VALV-001,"Ball Valve 1/2""",Valves,266,245,-21,0.07894736842105263
2024-09-30,2024-W39,VALV-001,"Ball Valve 1/2""",Valves,287,290,3,0.010452961672473868
2024-10-07,2024-W40,VALV-001,"Ball Valve 1/2""",Valves,269,259,-10,0.03717472118959108
2024-10-14,2024-W41,VALV-001,"Ball Valve 1/2""",Valves,217,193,-24,0.11059907834101383
2024-10-21,2024-W42,VALV-001,"Ball Valve 1/2""",Valves,252,216,-36,0.14285714285714285
2024-10-28,2024-W43,VALV-001,"Ball Valve 1/2""",Valves,221,244,23,0.10407239819004525
2024-11-04,2024-W44,VALV-001,"Ball Valve 1/2""",Valves,316,325,9,0.028481012658227847
2024-11-11,2024-W45,VALV-001,"Ball Valve 1/2""",Valves,325,339,14,0.043076923076923075
2024-11-18,2024-W46,VALV-001,"Ball Valve 1/2""",Valves,269,288,19,0.07063197026022305
2024-11-25,2024-W47,VALV-001,"Ball Valve 1/2""",Valves,269,269,0,0.0
2024-12-02,2024-W48,VALV-001,"Ball Valve 1/2""",Valves,311,321,10,0.03215434083601286
2024-12-09,2024-W49,VALV-001,"Ball Valve 1/2""",Valves,356,401,45,0.12640449438202248
2024-12-16,2024-W50,VALV-001,"Ball Valve 1/2""",Valves,271,304,33,0.12177121771217712
2024-12-23,2024-W51,VALV-001,"Ball Valve 1/2""",Valves,315,323,8,0.025396825396825397
2024-12-30,2024-W52,VALV-001,"Ball Valve 1/2""",Valves,320,315,-5,0.015625
2023-01-02,2023-W01,VALV-002,Pressure Relief Valve,Valves,195,204,9,0.046153846153846156
2023-01-09,2023-W02,VALV-002,Pressure Relief Valve,Valves,239,209,-30,0.12552301255230125
2023-01-16,2023-W03,VALV-002,Pressure Relief Valve,Valves,221,224,3,0.013574660633484163
2023-01-23,2023-W04,VALV-002,Pressure Relief Valve,Valves,246,256,10,0.04065040650406504
2023-01-30,2023-W05,VALV-002,Pressure Relief Valve,Valves,238,273,35,0.14705882352941177
2023-02-06,2023-W06,VALV-002,Pressure Relief Valve,Valves,243,232,-11,0.04526748971193416
2023-02-13,2023-W07,VALV-002,Pressure Relief Valve,Valves,250,256,6,0.024
2023-02-20,2023-W08,VALV-002,Pressure Relief Valve,Valves,275,257,-18,0.06545454545454546
2023-02-27,2023-W09,VALV-002,Pressure Relief Valve,Valves,314,360,46,0.1464968152866242
2023-03-06,2023-W10,VALV-002,Pressure Relief Valve,Valves,270,308,38,0.14074074074074075
2023-03-13,2023-W11,VALV-002,Pressure Relief Valve,Valves,294,287,-7,0.023809523809523808
2023-03-20,2023-W12,VALV-002,Pressure Relief Valve,Valves,270,240,-30,0.1111111111111111
2023-03-27,2023-W13,VALV-002,Pressure Relief Valve,Valves,323,373,50,0.15479876160990713
2023-04-03,2023-W14,VALV-002,Pressure Relief Valve,Valves,332,322,-10,0.030120481927710843
2023-04-10,2023-W15,VALV-002,Pressure Relief Valve,Valves,275,235,-40,0.14545454545454545
2023-04-17,2023-W16,VALV-002,Pressure Relief Valve,Valves,285,307,22,0.07719298245614035
2023-04-24,2023-W17,VALV-002,Pressure Relief Valve,Valves,258,247,-11,0.04263565891472868
2023-05-01,2023-W18,VALV-002,Pressure Relief Valve,Valves,309,334,25,0.08090614886731391
2023-05-08,2023-W19,VALV-002,Pressure Relief Valve,Valves,309,312,3,0.009708737864077669
2023-05-15,2023-W20,VALV-002,Pressure Relief Valve,Valves,279,278,-1,0.0035842293906810036
2023-05-22,2023-W21,VALV-002,Pressure Relief Valve,Valves,304,278,-26,0.08552631578947369
2023-05-29,2023-W22,VALV-002,Pressure Relief Valve,Valves,276,292,16,0.057971014492753624
2023-06-05,2023-W23,VALV-002,Pressure Relief Valve,Valves,258,240,-18,0.06976744186046512
2023-06-12,2023-W24,VALV-002,Pressure Relief Valve,Valves,287,274,-13,0.04529616724738676
2023-06-19,2023-W25,VALV-002,Pressure Relief Valve,Valves,241,224,-17,0.07053941908713693
2023-06-26,2023-W26,VALV-002,Pressure Relief Valve,Valves,274,244,-30,0.10948905109489052
2023-07-03,2023-W27,VALV-002,Pressure Relief Valve,Valves,218,217,-1,0.0045871559633027525
2023-07-10,2023-W28,VALV-002,Pressure Relief Valve,Valves,279,295,16,0.05734767025089606
2023-07-17,2023-W29,VALV-002,Pressure Relief Valve,Valves,235,262,27,0.1148936170212766
2023-07-24,2023-W30,VALV-002,Pressure Relief Valve,Valves,233,219,-14,0.060085836909871244
2023-07-31,2023-W31,VALV-002,Pressure Relief Valve,Valves,232,208,-24,0.10344827586206896
2023-08-07,2023-W32,VALV-002,Pressure Relief Valve,Valves,184,188,4,0.021739130434782608
2023-08-14,2023-W33,VALV-002,Pressure Relief Valve,Valves,182,194,12,0.06593406593406594
2023-08-21,2023-W34,VALV-002,Pressure Relief Valve,Valves,236,226,-10,0.0423728813559322
2023-08-28,2023-W35,VALV-002,Pressure Relief Valve,Valves,190,179,-11,0.05789473684210526
2023-09-04,2023-W36,VALV-002,Pressure Relief Valve,Valves,177,155,-22,0.12429378531073447
2023-09-11,2023-W37,VALV-002,Pressure Relief Valve,Valves,186,183,-3,0.016129032258064516
2023-09-18,2023-W38,VALV-002,Pressure Relief Valve,Valves,187,164,-23,0.12299465240641712
2023-09-25,2023-W39,VALV-002,Pressure Relief Valve,Valves,189,213,24,0.12698412698412698
2023-10-02,2023-W40,VALV-002,Pressure Relief Valve,Valves,191,214,23,0.12041884816753927
2023-10-09,2023-W41,VALV-002,Pressure Relief Valve,Valves,205,201,-4,0.01951219512195122
2023-10-16,2023-W42,VALV-002,Pressure Relief Valve,Valves,180,185,5,0.027777777777777776
2023-10-23,2023-W43,VALV-002,Pressure Relief Valve,Valves,152,156,4,0.02631578947368421
2023-10-30,2023-W44,VALV-002,Pressure Relief Valve,Valves,191,219,28,0.14659685863874344
2023-11-06,2023-W45,VALV-002,Pressure Relief Valve,Valves,189,215,26,0.13756613756613756
2023-11-13,2023-W46,VALV-002,Pressure Relief Valve,Valves,183,185,2,0.01092896174863388
2023-11-20,2023-W47,VALV-002,Pressure Relief Valve,Valves,180,203,23,0.12777777777777777
2023-11-27,2023-W48,VALV-002,Pressure Relief Valve,Valves,220,197,-23,0.10454545454545454
2023-12-04,2023-W49,VALV-002,Pressure Relief Valve,Valves,212,197,-15,0.07075471698113207
2023-12-11,2023-W50,VALV-002,Pressure Relief Valve,Valves,196,189,-7,0.03571428571428571
2023-12-18,2023-W51,VALV-002,Pressure Relief Valve,Valves,223,209,-14,0.06278026905829596
2023-12-25,2023-W52,VALV-002,Pressure Relief Valve,Valves,240,233,-7,0.029166666666666667
2024-01-01,2024-W00,VALV-002,Pressure Relief Valve,Valves,220,227,7,0.031818181818181815
2024-01-08,2024-W01,VALV-002,Pressure Relief Valve,Valves,279,303,24,0.08602150537634409
2024-01-15,2024-W02,VALV-002,Pressure Relief Valve,Valves,213,195,-18,0.08450704225352113
2024-01-22,2024-W03,VALV-002,Pressure Relief Valve,Valves,251,248,-3,0.01195219123505976
2024-01-29,2024-W04,VALV-002,Pressure Relief Valve,Valves,267,243,-24,0.0898876404494382
2024-02-05,2024-W05,VALV-002,Pressure Relief Valve,Valves,259,289,30,0.11583011583011583
2024-02-12,2024-W06,VALV-002,Pressure Relief Valve,Valves,246,265,19,0.07723577235772358
2024-02-19,2024-W07,VALV-002,Pressure Relief Valve,Valves,267,290,23,0.08614232209737828
2024-02-26,2024-W08,VALV-002,Pressure Relief Valve,Valves,320,312,-8,0.025
2024-03-04,2024-W09,VALV-002,Pressure Relief Valve,Valves,317,371,54,0.17034700315457413
2024-03-11,2024-W10,VALV-002,Pressure Relief Valve,Valves,264,251,-13,0.04924242424242424
2024-03-18,2024-W11,VALV-002,Pressure Relief Valve,Valves,361,371,10,0.027700831024930747
2024-03-25,2024-W12,VALV-002,Pressure Relief Valve,Valves,288,324,36,0.125
2024-04-01,2024-W13,VALV-002,Pressure Relief Valve,Valves,322,364,42,0.13043478260869565
2024-04-08,2024-W14,VALV-002,Pressure Relief Valve,Valves,339,300,-39,0.11504424778761062
2024-04-15,2024-W15,VALV-002,Pressure Relief Valve,Valves,338,309,-29,0.08579881656804733
2024-04-22,2024-W16,VALV-002,Pressure Relief Valve,Valves,302,264,-38,0.12582781456953643
2024-04-29,2024-W17,VALV-002,Pressure Relief Valve,Valves,330,298,-32,0.09696969696969697
2024-05-06,2024-W18,VALV-002,Pressure Relief Valve,Valves,319,361,42,0.13166144200626959
2024-05-13,2024-W19,VALV-002,Pressure Relief Valve,Valves,312,350,38,0.12179487179487179
2024-05-20,2024-W20,VALV-002,Pressure Relief Valve,Valves,366,361,-5,0.01366120218579235
2024-05-27,2024-W21,VALV-002,Pressure Relief Valve,Valves,287,291,4,0.013937282229965157
2024-06-03,2024-W22,VALV-002,Pressure Relief Valve,Valves,259,265,6,0.023166023166023165
2024-06-10,2024-W23,VALV-002,Pressure Relief Valve,Valves,300,312,12,0.04
2024-06-17,2024-W24,VALV-002,Pressure Relief Valve,Valves,302,334,32,0.10596026490066225
2024-06-24,2024-W25,VALV-002,Pressure Relief Valve,Valves,309,304,-5,0.016181229773462782
2024-07-01,2024-W26,VALV-002,Pressure Relief Valve,Valves,227,258,31,0.13656387665198239
2024-07-08,2024-W27,VALV-002,Pressure Relief Valve,Valves,271,263,-8,0.02952029520295203
2024-07-15,2024-W28,VALV-002,Pressure Relief Valve,Valves,211,216,5,0.023696682464454975
2024-07-22,2024-W29,VALV-002,Pressure Relief Valve,Valves,248,255,7,0.028225806451612902
2024-07-29,2024-W30,VALV-002,Pressure Relief Valve,Valves,212,246,34,0.16037735849056603
2024-08-05,2024-W31,VALV-002,Pressure Relief Valve,Valves,207,176,-31,0.1497584541062802
2024-08-12,2024-W32,VALV-002,Pressure Relief Valve,Valves,257,219,-38,0.14785992217898833
2024-08-19,2024-W33,VALV-002,Pressure Relief Valve,Valves,204,174,-30,0.14705882352941177
2024-08-26,2024-W34,VALV-002,Pressure Relief Valve,Valves,157,169,12,0.07643312101910828
2024-09-02,2024-W35,VALV-002,Pressure Relief Valve,Valves,212,201,-11,0.05188679245283019
2024-09-09,2024-W36,VALV-002,Pressure Relief Valve,Valves,166,150,-16,0.0963855421686747
2024-09-16,2024-W37,VALV-002,Pressure Relief Valve,Valves,174,178,4,0.022988505747126436
2024-09-23,2024-W38,VALV-002,Pressure Relief Valve,Valves,193,176,-17,0.08808290155440414
2024-09-30,2024-W39,VALV-002,Pressure Relief Valve,Valves,178,190,12,0.06741573033707865
2024-10-07,2024-W40,VALV-002,Pressure Relief Valve,Valves,195,214,19,0.09743589743589744
2024-10-14,2024-W41,VALV-002,Pressure Relief Valve,Valves,193,168,-25,0.12953367875647667
2024-10-21,2024-W42,VALV-002,Pressure Relief Valve,Valves,176,184,8,0.045454545454545456
2024-10-28,2024-W43,VALV-002,Pressure Relief Valve,Valves,200,204,4,0.02
2024-11-04,2024-W44,VALV-002,Pressure Relief Valve,Valves,170,196,26,0.15294117647058825
2024-11-11,2024-W45,VALV-002,Pressure Relief Valve,Valves,250,245,-5,0.02
2024-11-18,2024-W46,VALV-002,Pressure Relief Valve,Valves,232,269,37,0.15948275862068967
2024-11-25,2024-W47,VALV-002,Pressure Relief Valve,Valves,191,215,24,0.1256544502617801
2024-12-02,2024-W48,VALV-002,Pressure Relief Valve,Valves,252,250,-2,0.007936507936507936
2024-12-09,2024-W49,VALV-002,Pressure Relief Valve,Valves,240,218,-22,0.09166666666666666
2024-12-16,2024-W50,VALV-002,Pressure Relief Valve,Valves,240,259,19,0.07916666666666666
2024-12-23,2024-W51,VALV-002,Pressure Relief Valve,Valves,208,197,-11,0.052884615384615384
2024-12-30,2024-W52,VALV-002,Pressure Relief Valve,Valves,207,225,18,0.08695652173913043
2023-01-02,2023-W01,FIXT-001,Push-Fit Connector,Fittings,125,122,-3,0.024
2023-01-09,2023-W02,FIXT-001,Push-Fit Connector,Fittings,112,121,9,0.08035714285714286
2023-01-16,2023-W03,FIXT-001,Push-Fit Connector,Fittings,127,131,4,0.031496062992125984
2023-01-23,2023-W04,FIXT-001,Push-Fit Connector,Fittings,124,110,-14,0.11290322580645161
2023-01-30,2023-W05,FIXT-001,Push-Fit Connector,Fittings,131,149,18,0.13740458015267176
2023-02-06,2023-W06,FIXT-001,Push-Fit Connector,Fittings,135,127,-8,0.05925925925925926
2023-02-13,2023-W07,FIXT-001,Push-Fit Connector,Fittings,113,98,-15,0.13274336283185842
2023-02-20,2023-W08,FIXT-001,Push-Fit Connector,Fittings,129,138,9,0.06976744186046512
2023-02-27,2023-W09,FIXT-001,Push-Fit Connector,Fittings,133,156,23,0.17293233082706766
2023-03-06,2023-W10,FIXT-001,Push-Fit Connector,Fittings,166,145,-21,0.12650602409638553
2023-03-13,2023-W11,FIXT-001,Push-Fit Connector,Fittings,142,141,-1,0.007042253521126761
2023-03-20,2023-W12,FIXT-001,Push-Fit Connector,Fittings,182,182,0,0.0
2023-03-27,2023-W13,FIXT-001,Push-Fit Connector,Fittings,165,179,14,0.08484848484848485
2023-04-03,2023-W14,FIXT-001,Push-Fit Connector,Fittings,140,132,-8,0.05714285714285714
2023-04-10,2023-W15,FIXT-001,Push-Fit Connector,Fittings,148,161,13,0.08783783783783784
2023-04-17,2023-W16,FIXT-001,Push-Fit Connector,Fittings,170,151,-19,0.11176470588235295
2023-04-24,2023-W17,FIXT-001,Push-Fit Connector,Fittings,147,153,6,0.04081632653061224
2023-05-01,2023-W18,FIXT-001,Push-Fit Connector,Fittings,137,145,8,0.058394160583941604
2023-05-08,2023-W19,FIXT-001,Push-Fit Connector,Fittings,140,136,-4,0.02857142857142857
2023-05-15,2023-W20,FIXT-001,Push-Fit Connector,Fittings,148,159,11,0.07432432432432433
2023-05-22,2023-W21,FIXT-001,Push-Fit Connector,Fittings,136,115,-21,0.15441176470588236
2023-05-29,2023-W22,FIXT-001,Push-Fit Connector,Fittings,157,172,15,0.09554140127388536
2023-06-05,2023-W23,FIXT-001,Push-Fit Connector,Fittings,170,161,-9,0.052941176470588235
2023-06-12,2023-W24,FIXT-001,Push-Fit Connector,Fittings,139,150,11,0.07913669064748201
2023-06-19,2023-W25,FIXT-001,Push-Fit Connector,Fittings,143,148,5,0.03496503496503497
2023-06-26,2023-W26,FIXT-001,Push-Fit Connector,Fittings,133,138,5,0.03759398496240601
2023-07-03,2023-W27,FIXT-001,Push-Fit Connector,Fittings,151,133,-18,0.11920529801324503
2023-07-10,2023-W28,FIXT-001,Push-Fit Connector,Fittings,114,132,18,0.15789473684210525
2023-07-17,2023-W29,FIXT-001,Push-Fit Connector,Fittings,123,143,20,0.16260162601626016
2023-07-24,2023-W30,FIXT-001,Push-Fit Connector,Fittings,127,115,-12,0.09448818897637795
2023-07-31,2023-W31,FIXT-001,Push-Fit Connector,Fittings,114,132,18,0.15789473684210525
2023-08-07,2023-W32,FIXT-001,Push-Fit Connector,Fittings,108,96,-12,0.1111111111111111
2023-08-14,2023-W33,FIXT-001,Push-Fit Connector,Fittings,116,106,-10,0.08620689655172414
2023-08-21,2023-W34,FIXT-001,Push-Fit Connector,Fittings,100,93,-7,0.07
2023-08-28,2023-W35,FIXT-001,Push-Fit Connector,Fittings,92,84,-8,0.08695652173913043
2023-09-04,2023-W36,FIXT-001,Push-Fit Connector,Fittings,103,96,-7,0.06796116504854369
2023-09-11,2023-W37,FIXT-001,Push-Fit Connector,Fittings,100,112,12,0.12
2023-09-18,2023-W38,FIXT-001,Push-Fit Connector,Fittings,95,89,-6,0.06315789473684211
2023-09-25,2023-W39,FIXT-001,Push-Fit Connector,Fittings,89,104,15,0.16853932584269662
2023-10-02,2023-W40,FIXT-001,Push-Fit Connector,Fittings,71,64,-7,0.09859154929577464
2023-10-09,2023-W41,FIXT-001,Push-Fit Connector,Fittings,102,119,17,0.16666666666666666
2023-10-16,2023-W42,FIXT-001,Push-Fit Connector,Fittings,83,74,-9,0.10843373493975904
2023-10-23,2023-W43,FIXT-001,Push-Fit Connector,Fittings,83,71,-12,0.14457831325301204
2023-10-30,2023-W44,FIXT-001,Push-Fit Connector,Fittings,83,87,4,0.04819277108433735
2023-11-06,2023-W45,FIXT-001,Push-Fit Connector,Fittings,103,89,-14,0.13592233009708737
2023-11-13,2023-W46,FIXT-001,Push-Fit Connector,Fittings,109,95,-14,0.12844036697247707
2023-11-20,2023-W47,FIXT-001,Push-Fit Connector,Fittings,87,96,9,0.10344827586206896
2023-11-27,2023-W48,FIXT-001,Push-Fit Connector,Fittings,85,76,-9,0.10588235294117647
2023-12-04,2023-W49,FIXT-001,Push-Fit Connector,Fittings,103,101,-2,0.019417475728155338
2023-12-11,2023-W50,FIXT-001,Push-Fit Connector,Fittings,99,98,-1,0.010101010101010102
2023-12-18,2023-W51,FIXT-001,Push-Fit Connector,Fittings,94,89,-5,0.05319148936170213
2023-12-25,2023-W52,FIXT-001,Push-Fit Connector,Fittings,117,135,18,0.15384615384615385
2024-01-01,2024-W00,FIXT-001,Push-Fit Connector,Fittings,127,119,-8,0.06299212598425197
2024-01-08,2024-W01,FIXT-001,Push-Fit Connector,Fittings,103,104,1,0.009708737864077669
2024-01-15,2024-W02,FIXT-001,Push-Fit Connector,Fittings,122,137,15,0.12295081967213115
2024-01-22,2024-W03,FIXT-001,Push-Fit Connector,Fittings,121,126,5,0.04132231404958678
2024-01-29,2024-W04,FIXT-001,Push-Fit Connector,Fittings,127,137,10,0.07874015748031496
2024-02-05,2024-W05,FIXT-001,Push-Fit Connector,Fittings,117,99,-18,0.15384615384615385
2024-02-12,2024-W06,FIXT-001,Push-Fit Connector,Fittings,148,149,1,0.006756756756756757
2024-02-19,2024-W07,FIXT-001,Push-Fit Connector,Fittings,130,123,-7,0.05384615384615385
2024-02-26,2024-W08,FIXT-001,Push-Fit Connector,Fittings,141,136,-5,0.03546099290780142
2024-03-04,2024-W09,FIXT-001,Push-Fit Connector,Fittings,128,138,10,0.078125
2024-03-11,2024-W10,FIXT-001,Push-Fit Connector,Fittings,136,122,-14,0.10294117647058823
2024-03-18,2024-W11,FIXT-001,Push-Fit Connector,Fittings,133,154,21,0.15789473684210525
2024-03-25,2024-W12,FIXT-001,Push-Fit Connector,Fittings,118,100,-18,0.15254237288135594
2024-04-01,2024-W13,FIXT-001,Push-Fit Connector,Fittings,131,117,-14,0.10687022900763359
2024-04-08,2024-W14,FIXT-001,Push-Fit Connector,Fittings,135,137,2,0.014814814814814815
2024-04-15,2024-W15,FIXT-001,Push-Fit Connector,Fittings,144,144,0,0.0
2024-04-22,2024-W16,FIXT-001,Push-Fit Connector,Fittings,156,155,-1,0.00641025641025641
2024-04-29,2024-W17,FIXT-001,Push-Fit Connector,Fittings,162,149,-13,0.08024691358024691
2024-05-06,2024-W18,FIXT-001,Push-Fit Connector,Fittings,154,138,-16,0.1038961038961039
2024-05-13,2024-W19,FIXT-001,Push-Fit Connector,Fittings,155,178,23,0.14838709677419354
2024-05-20,2024-W20,FIXT-001,Push-Fit Connector,Fittings,162,149,-13,0.08024691358024691
2024-05-27,2024-W21,FIXT-001,Push-Fit Connector,Fittings,142,143,1,0.007042253521126761
2024-06-03,2024-W22,FIXT-001,Push-Fit Connector,Fittings,144,123,-21,0.14583333333333334
2024-06-10,2024-W23,FIXT-001,Push-Fit Connector,Fittings,124,115,-9,0.07258064516129033
2024-06-17,2024-W24,FIXT-001,Push-Fit Connector,Fittings,130,130,0,0.0
2024-06-24,2024-W25,FIXT-001,Push-Fit Connector,Fittings,129,126,-3,0.023255813953488372
2024-07-01,2024-W26,FIXT-001,Push-Fit Connector,Fittings,120,135,15,0.125
2024-07-08,2024-W27,FIXT-001,Push-Fit Connector,Fittings,114,123,9,0.07894736842105263
2024-07-15,2024-W28,FIXT-001,Push-Fit Connector,Fittings,105,121,16,0.1523809523809524
2024-07-22,2024-W29,FIXT-001,Push-Fit Connector,Fittings,108,106,-2,0.018518518518518517
2024-07-29,2024-W30,FIXT-001,Push-Fit Connector,Fittings,111,127,16,0.14414414414414414
2024-08-05,2024-W31,FIXT-001,Push-Fit Connector,Fittings,82,80,-2,0.024390243902439025
2024-08-12,2024-W32,FIXT-001,Push-Fit Connector,Fittings,113,111,-2,0.017699115044247787
2024-08-19,2024-W33,FIXT-001,Push-Fit Connector,Fittings,102,94,-8,0.0784313725490196
2024-08-26,2024-W34,FIXT-001,Push-Fit Connector,Fittings,104,98,-6,0.057692307692307696
2024-09-02,2024-W35,FIXT-001,Push-Fit Connector,Fittings,96,110,14,0.14583333333333334
2024-09-09,2024-W36,FIXT-001,Push-Fit Connector,Fittings,96,110,14,0.14583333333333334
2024-09-16,2024-W37,FIXT-001,Push-Fit Connector,Fittings,83,87,4,0.04819277108433735
2024-09-23,2024-W38,FIXT-001,Push-Fit Connector,Fittings,93,84,-9,0.0967741935483871
2024-09-30,2024-W39,FIXT-001,Push-Fit Connector,Fittings,94,100,6,0.06382978723404255
2024-10-07,2024-W40,FIXT-001,Push-Fit Connector,Fittings,84,75,-9,0.10714285714285714
2024-10-14,2024-W41,FIXT-001,Push-Fit Connector,Fittings,77,76,-1,0.012987012987012988
2024-10-21,2024-W42,FIXT-001,Push-Fit Connector,Fittings,87,88,1,0.011494252873563218
2024-10-28,2024-W43,FIXT-001,Push-Fit Connector,Fittings,67,78,11,0.16417910447761194
2024-11-04,2024-W44,FIXT-001,Push-Fit Connector,Fittings,104,120,16,0.15384615384615385
2024-11-11,2024-W45,FIXT-001,Push-Fit Connector,Fittings,86,83,-3,0.03488372093023256
2024-11-18,2024-W46,FIXT-001,Push-Fit Connector,Fittings,86,84,-2,0.023255813953488372
2024-11-25,2024-W47,FIXT-001,Push-Fit Connector,Fittings,90,102,12,0.13333333333333333
2024-12-02,2024-W48,FIXT-001,Push-Fit Connector,Fittings,109,96,-13,0.11926605504587157
2024-12-09,2024-W49,FIXT-001,Push-Fit Connector,Fittings,81,70,-11,0.13580246913580246
2024-12-16,2024-W50,FIXT-001,Push-Fit Connector,Fittings,113,110,-3,0.02654867256637168
2024-12-23,2024-W51,FIXT-001,Push-Fit Connector,Fittings,80,83,3,0.0375
2024-12-30,2024-W52,FIXT-001,Push-Fit Connector,Fittings,116,123,7,0.0603448275862069
2023-01-02,2023-W01,FIXT-002,Elbow 90deg 15mm,Fittings,297,309,12,0.04040404040404041
2023-01-09,2023-W02,FIXT-002,Elbow 90deg 15mm,Fittings,232,236,4,0.017241379310344827
2023-01-16,2023-W03,FIXT-002,Elbow 90deg 15mm,Fittings,296,253,-43,0.14527027027027026
2023-01-23,2023-W04,FIXT-002,Elbow 90deg 15mm,Fittings,322,332,10,0.031055900621118012
2023-01-30,2023-W05,FIXT-002,Elbow 90deg 15mm,Fittings,278,277,-1,0.0035971223021582736
2023-02-06,2023-W06,FIXT-002,Elbow 90deg 15mm,Fittings,298,290,-8,0.026845637583892617
2023-02-13,2023-W07,FIXT-002,Elbow 90deg 15mm,Fittings,297,334,37,0.12457912457912458
2023-02-20,2023-W08,FIXT-002,Elbow 90deg 15mm,Fittings,330,323,-7,0.021212121212121213
2023-02-27,2023-W09,FIXT-002,Elbow 90deg 15mm,Fittings,349,394,45,0.12893982808022922
2023-03-06,2023-W10,FIXT-002,Elbow 90deg 15mm,Fittings,415,384,-31,0.0746987951807229
2023-03-13,2023-W11,FIXT-002,Elbow 90deg 15mm,Fittings,284,311,27,0.09507042253521127
2023-03-20,2023-W12,FIXT-002,Elbow 90deg 15mm,Fittings,411,455,44,0.1070559610705596
2023-03-27,2023-W13,FIXT-002,Elbow 90deg 15mm,Fittings,367,337,-30,0.08174386920980926
2023-04-03,2023-W14,FIXT-002,Elbow 90deg 15mm,Fittings,406,391,-15,0.03694581280788178
2023-04-10,2023-W15,FIXT-002,Elbow 90deg 15mm,Fittings,397,360,-37,0.09319899244332494
2023-04-17,2023-W16,FIXT-002,Elbow 90deg 15mm,Fittings,373,360,-13,0.03485254691689008
2023-04-24,2023-W17,FIXT-002,Elbow 90deg 15mm,Fittings,372,384,12,0.03225806451612903
2023-05-01,2023-W18,FIXT-002,Elbow 90deg 15mm,Fittings,376,351,-25,0.06648936170212766
2023-05-08,2023-W19,FIXT-002,Elbow 90deg 15mm,Fittings,354,327,-27,0.07627118644067797
2023-05-15,2023-W20,FIXT-002,Elbow 90deg 15mm,Fittings,357,328,-29,0.08123249299719888
2023-05-22,2023-W21,FIXT-002,Elbow 90deg 15mm,Fittings,234,219,-15,0.0641025641025641
