week_start,year_week,product_id,product_name,category,actual_demand,forecast,forecast_error,ape,month
2023-08-28,2023-W35,VALV-001,"Ball Valve 1/2""",Valves,196,193,-3,0.0153061224489795,2023-08
2023-09-04,2023-W36,VALV-001,"Ball Valve 1/2""",Valves,179,191,12,0.0670391061452514,2023-09
2023-09-11,2023-W37,VALV-001,"Ball Valve 1/2""",Valves,285,282,-3,0.0105263157894736,2023-09
2023-09-18,2023-W38,VALV-001,"Ball Valve 1/2""",Valves,179,210,31,0.1731843575418994,2023-09
2023-09-25,2023-W39,VALV-001,"Ball Valve 1/2""",Valves,215,190,-25,0.1162790697674418,2023-09
2023-10-02,2023-W40,VALV-001,"Ball Valve 1/2""",Valves,221,249,28,0.1266968325791855,2023-10
2023-10-09,2023-W41,VALV-001,"Ball Valve 1/2""",Valves,223,241,18,0.0807174887892376,2023-10
2023-10-16,2023-W42,VALV-001,"Ball Valve 1/2""",Valves,209,198,-11,0.0526315789473684,2023-10
2023-10-23,2023-W43,VALV-001,"Ball Valve 1/2""",Valves,227,253,26,0.1145374449339207,2023-10
2023-10-30,2023-W44,VALV-001,"Ball Valve 1/2""",Valves,217,237,20,0.0921658986175115,2023-10
2023-11-06,2023-W45,VALV-001,"Ball Valve 1/2""",Valves,208,233,25,0.1201923076923077,2023-11
2023-11-13,2023-W46,VALV-001,"Ball Valve 1/2""",Valves,239,224,-15,0.0627615062761506,2023-11
2023-11-20,2023-W47,VALV-001,"Ball Valve 1/2""",Valves,223,252,29,0.1300448430493273,2023-11
2023-11-27,2023-W48,VALV-001,"Ball Valve 1/2""",Valves,242,226,-16,0.0661157024793388,2023-11
2023-12-04,2023-W49,VALV-001,"Ball Valve 1/2""",Valves,231,246,15,0.0649350649350649,2023-12
2023-12-11,2023-W50,VALV-001,"Ball Valve 1/2""",Valves,258,290,32,0.1240310077519379,2023-12
2023-12-18,2023-W51,VALV-001,"Ball Valve 1/2""",Valves,264,228,-36,0.1363636363636363,2023-12
2023-12-25,2023-W52,VALV-001,"Ball Valve 1/2""",Valves,307,355,48,0.1563517915309446,2023-12
2024-01-01,2024-W00,VALV-001,"Ball Valve 1/2""",Valves,329,365,36,0.1094224924012158,2024-01
2024-01-08,2024-W01,VALV-001,"Ball Valve 1/2""",Valves,325,356,31,0.0953846153846153,2024-01
2024-01-15,2024-W02,VALV-001,"Ball Valve 1/2""",Valves,351,370,19,0.0541310541310541,2024-01
2024-01-22,2024-W03,VALV-001,"Ball Valve 1/2""",Valves,289,327,38,0.1314878892733564,2024-01
2024-01-29,2024-W04,VALV-001,"Ball Valve 1/2""",Valves,292,258,-34,0.1164383561643835,2024-01
2024-02-05,2024-W05,VALV-001,"Ball Valve 1/2""",Valves,339,355,16,0.0471976401179941,2024-02
2024-02-12,2024-W06,VALV-001,"Ball Valve 1/2""",Valves,374,418,44,0.1176470588235294,2024-02
2024-02-19,2024-W07,VALV-001,"Ball Valve 1/2""",Valves,342,349,7,0.0204678362573099,2024-02
2024-02-26,2024-W08,VALV-001,"Ball Valve 1/2""",Valves,352,317,-35,0.0994318181818181,2024-02
2024-03-04,2024-W09,VALV-001,"Ball Valve 1/2""",Valves,435,387,-48,0.1103448275862069,2024-03
2024-03-11,2024-W10,VALV-001,"Ball Valve 1/2""",Valves,359,415,56,0.1559888579387186,2024-03
2024-03-18,2024-W11,VALV-001,"Ball Valve 1/2""",Valves,338,376,38,0.1124260355029585,2024-03
2024-03-25,2024-W12,VALV-001,"Ball Valve 1/2""",Valves,370,346,-24,0.0648648648648648,2024-03
2024-04-01,2024-W13,VALV-001,"Ball Valve 1/2""",Valves,283,306,23,0.0812720848056537,2024-04
2024-04-08,2024-W14,VALV-001,"Ball Valve 1/2""",Valves,371,320,-51,0.137466307277628,2024-04
2024-04-15,2024-W15,VALV-001,"Ball Valve 1/2""",Valves,425,448,23,0.0541176470588235,2024-04
2024-04-22,2024-W16,VALV-001,"Ball Valve 1/2""",Valves,317,336,19,0.0599369085173501,2024-04
2024-04-29,2024-W17,VALV-001,"Ball Valve 1/2""",Valves,452,466,14,0.0309734513274336,2024-04
2024-05-06,2024-W18,VALV-001,"Ball Valve 1/2""",Valves,368,364,-4,0.0108695652173913,2024-05
2024-05-13,2024-W19,VALV-001,"Ball Valve 1/2""",Valves,335,382,47,0.1402985074626865,2024-05
2024-05-20,2024-W20,VALV-001,"Ball Valve 1/2""",Valves,419,451,32,0.0763723150357995,2024-05
2024-05-27,2024-W21,VALV-001,"Ball Valve 1/2""",Valves,460,533,73,0.158695652173913,2024-05
2024-06-03,2024-W22,VALV-001,"Ball Valve 1/2""",Valves,376,405,29,0.077127659574468,2024-06
2024-06-10,2024-W23,VALV-001,"Ball Valve 1/2""",Valves,308,330,22,0.0714285714285714,2024-06
2024-06-17,2024-W24,VALV-001,"Ball Valve 1/2""",Valves,390,433,43,0.1102564102564102,2024-06
2024-06-24,2024-W25,VALV-001,"Ball Valve 1/2""",Valves,315,317,2,0.0063492063492063,2024-06
2024-07-01,2024-W26,VALV-001,"Ball Valve 1/2""",Valves,313,363,50,0.1597444089456869,2024-07
2024-07-08,2024-W27,VALV-001,"Ball Valve 1/2""",Valves,372,381,9,0.0241935483870967,2024-07
2024-07-15,2024-W28,VALV-001,"Ball Valve 1/2""",Valves,320,289,-31,0.096875,2024-07
2024-07-22,2024-W29,VALV-001,"Ball Valve 1/2""",Valves,338,357,19,0.0562130177514792,2024-07
2024-07-29,2024-W30,VALV-001,"Ball Valve 1/2""",Valves,346,301,-45,0.130057803468208,2024-07
2024-08-05,2024-W31,VALV-001,"Ball Valve 1/2""",Valves,216,243,27,0.125,2024-08
2024-08-12,2024-W32,VALV-001,"Ball Valve 1/2""",Valves,279,295,16,0.057347670250896,2024-08
2024-08-19,2024-W33,VALV-001,"Ball Valve 1/2""",Valves,314,351,37,0.1178343949044586,2024-08
2024-08-26,2024-W34,VALV-001,"Ball Valve 1/2""",Valves,257,274,17,0.0661478599221789,2024-08
2024-09-02,2024-W35,VALV-001,"Ball Valve 1/2""",Valves,296,272,-24,0.081081081081081,2024-09
2024-09-09,2024-W36,VALV-001,"Ball Valve 1/2""",Valves,240,248,8,0.0333333333333333,2024-09
2024-09-16,2024-W37,VALV-001,"Ball Valve 1/2""",Valves,250,221,-29,0.116,2024-09
2024-09-23,2024-W38,VALV-001,"Ball Valve 1/2""",Valves,266,245,-21,0.0789473684210526,2024-09
2024-09-30,2024-W39,VALV-001,"Ball Valve 1/2""",Valves,287,290,3,0.0104529616724738,2024-09
2024-10-07,2024-W40,VALV-001,"Ball Valve 1/2""",Valves,269,259,-10,0.037174721189591,2024-10
2024-10-14,2024-W41,VALV-001,"Ball Valve 1/2""",Valves,217,193,-24,0.1105990783410138,2024-10
2024-10-21,2024-W42,VALV-001,"Ball Valve 1/2""",Valves,252,216,-36,0.1428571428571428,2024-10
2024-10-28,2024-W43,VALV-001,"Ball Valve 1/2""",Valves,221,244,23,0.1040723981900452,2024-10
2024-11-04,2024-W44,VALV-001,"Ball Valve 1/2""",Valves,316,325,9,0.0284810126582278,2024-11
2024-11-11,2024-W45,VALV-001,"Ball Valve 1/2""",Valves,325,339,14,0.043076923076923,2024-11
2024-11-18,2024-W46,VALV-001,"Ball Valve 1/2""",Valves,269,288,19,0.070631970260223,2024-11
2024-11-25,2024-W47,VALV-001,"Ball Valve 1/2""",Valves,269,269,0,0.0,2024-11
2024-12-02,2024-W48,VALV-001,"Ball Valve 1/2""",Valves,311,321,10,0.0321543408360128,2024-12
2024-12-09,2024-W49,VALV-001,"Ball Valve 1/2""",Valves,356,401,45,0.1264044943820224,2024-12
2024-12-16,2024-W50,VALV-001,"Ball Valve 1/2""",Valves,271,304,33,0.1217712177121771,2024-12
2024-12-23,2024-W51,VALV-001,"Ball Valve 1/2""",Valves,315,323,8,0.0253968253968253,2024-12
2024-12-30,2024-W52,VALV-001,"Ball Valve 1/2""",Valves,320,315,-5,0.015625,2024-12
2023-01-02,2023-W01,VALV-002,Pressure Relief Valve,Valves,195,204,9,0.0461538461538461,2023-01
2023-01-09,2023-W02,VALV-002,Pressure Relief Valve,Valves,239,209,-30,0.1255230125523012,2023-01
2023-01-16,2023-W03,VALV-002,Pressure Relief Valve,Valves,221,224,3,0.0135746606334841,2023-01
2023-01-23,2023-W04,VALV-002,Pressure Relief Valve,Valves,246,256,10,0.040650406504065,2023-01
2023-01-30,2023-W05,VALV-002,Pressure Relief Valve,Valves,238,273,35,0.1470588235294117,2023-01
2023-02-06,2023-W06,VALV-002,Pressure Relief Valve,Valves,243,232,-11,0.0452674897119341,2023-02
2023-02-13,2023-W07,VALV-002,Pressure Relief Valve,Valves,250,256,6,0.024,2023-02
2023-02-20,2023-W08,VALV-002,Pressure Relief Valve,Valves,275,257,-18,0.0654545454545454,2023-02
2023-02-27,2023-W09,VALV-002,Pressure Relief Valve,Valves,314,360,46,0.1464968152866242,2023-02
2023-03-06,2023-W10,VALV-002,Pressure Relief Valve,Valves,270,308,38,0.1407407407407407,2023-03
2023-03-13,2023-W11,VALV-002,Pressure Relief Valve,Valves,294,287,-7,0.0238095238095238,2023-03
2023-03-20,2023-W12,VALV-002,Pressure Relief Valve,Valves,270,240,-30,0.1111111111111111,2023-03
2023-03-27,2023-W13,VALV-002,Pressure Relief Valve,Valves,323,373,50,0.1547987616099071,2023-03
2023-04-03,2023-W14,VALV-002,Pressure Relief Valve,Valves,332,322,-10,0.0301204819277108,2023-04
2023-04-10,2023-W15,VALV-002,Pressure Relief Valve,Valves,275,235,-40,0.1454545454545454,2023-04
2023-04-17,2023-W16,VALV-002,Pressure Relief Valve,Valves,285,307,22,0.0771929824561403,2023-04
2023-04-24,2023-W17,VALV-002,Pressure Relief Valve,Valves,258,247,-11,0.0426356589147286,2023-04
2023-05-01,2023-W18,VALV-002,Pressure Relief Valve,Valves,309,334,25,0.0809061488673139,2023-05
2023-05-08,2023-W19,VALV-002,Pressure Relief Valve,Valves,309,312,3,0.0097087378640776,2023-05
2023-05-15,2023-W20,VALV-002,Pressure Relief Valve,Valves,279,278,-1,0.003584229390681,2023-05
2023-05-22,2023-W21,VALV-002,Pressure Relief Valve,Valves,304,278,-26,0.0855263157894736,2023-05
2023-05-29,2023-W22,VALV-002,Pressure Relief Valve,Valves,276,292,16,0.0579710144927536,2023-05
2023-06-05,2023-W23,VALV-002,Pressure Relief Valve,Valves,258,240,-18,0.0697674418604651,2023-06
2023-06-12,2023-W24,VALV-002,Pressure Relief Valve,Valves,287,274,-13,0.0452961672473867,2023-06
2023-06-19,2023-W25,VALV-002,Pressure Relief Valve,Valves,241,224,-17,0.0705394190871369,2023-06
2023-06-26,2023-W26,VALV-002,Pressure Relief Valve,Valves,274,244,-30,0.1094890510948905,2023-06
2023-07-03,2023-W27,VALV-002,Pressure Relief Valve,Valves,218,217,-1,0.0045871559633027,2023-07
2023-07-10,2023-W28,VALV-002,Pressure Relief Valve,Valves,279,295,16,0.057347670250896,2023-07
2023-07-17,2023-W29,VALV-002,Pressure Relief Valve,Valves,235,262,27,0.1148936170212766,2023-07
2023-07-24,2023-W30,VALV-002,Pressure Relief Valve,Valves,233,219,-14,0.0600858369098712,2023-07
2023-07-31,2023-W31,VALV-002,Pressure Relief Valve,Valves,232,208,-24,0.1034482758620689,2023-07
2023-08-07,2023-W32,VALV-002,Pressure Relief Valve,Valves,184,188,4,0.0217391304347826,2023-08
2023-08-14,2023-W33,VALV-002,Pressure Relief Valve,Valves,182,194,12,0.0659340659340659,2023-08
2023-08-21,2023-W34,VALV-002,Pressure Relief Valve,Valves,236,226,-10,0.0423728813559322,2023-08
2023-08-28,2023-W35,VALV-002,Pressure Relief Valve,Valves,190,179,-11,0.0578947368421052,2023-08
2023-09-04,2023-W36,VALV-002,Pressure Relief Valve,Valves,177,155,-22,0.1242937853107344,2023-09
2023-09-11,2023-W37,VALV-002,Pressure Relief Valve,Valves,186,183,-3,0.0161290322580645,2023-09
2023-09-18,2023-W38,VALV-002,Pressure Relief Valve,Valves,187,164,-23,0.1229946524064171,2023-09
2023-09-25,2023-W39,VALV-002,Pressure Relief Valve,Valves,189,213,24,0.1269841269841269,2023-09
2023-10-02,2023-W40,VALV-002,Pressure Relief Valve,Valves,191,214,23,0.1204188481675392,2023-10
2023-10-09,2023-W41,VALV-002,Pressure Relief Valve,Valves,205,201,-4,0.0195121951219512,2023-10
2023-10-16,2023-W42,VALV-002,Pressure Relief Valve,Valves,180,185,5,0.0277777777777777,2023-10
2023-10-23,2023-W43,VALV-002,Pressure Relief Valve,Valves,152,156,4,0.0263157894736842,2023-10
2023-10-30,2023-W44,VALV-002,Pressure Relief Valve,Valves,191,219,28,0.1465968586387434,2023-10
2023-11-06,2023-W45,VALV-002,Pressure Relief Valve,Valves,189,215,26,0.1375661375661375,2023-11
2023-11-13,2023-W46,VALV-002,Pressure Relief Valve,Valves,183,185,2,0.0109289617486338,2023-11
2023-11-20,2023-W47,VALV-002,Pressure Relief Valve,Valves,180,203,23,0.1277777777777777,2023-11
2023-11-27,2023-W48,VALV-002,Pressure Relief Valve,Valves,220,197,-23,0.1045454545454545,2023-11
2023-12-04,2023-W49,VALV-002,Pressure Relief Valve,Valves,212,197,-15,0.070754716981132,2023-12
2023-12-11,2023-W50,VALV-002,Pressure Relief Valve,Valves,196,189,-7,0.0357142857142857,2023-12
2023-12-18,2023-W51,VALV-002,Pressure Relief Valve,Valves,223,209,-14,0.0627802690582959,2023-12
2023-12-25,2023-W52,VALV-002,Pressure Relief Valve,Valves,240,233,-7,0.0291666666666666,2023-12
2024-01-01,2024-W00,VALV-002,Pressure Relief Valve,Valves,220,227,7,0.0318181818181818,2024-01
2024-01-08,2024-W01,VALV-002,Pressure Relief Valve,Valves,279,303,24,0.086021505376344,2024-01
2024-01-15,2024-W02,VALV-002,Pressure Relief Valve,Valves,213,195,-18,0.0845070422535211,2024-01
2024-01-22,2024-W03,VALV-002,Pressure Relief Valve,Valves,251,248,-3,0.0119521912350597,2024-01
2024-01-29,2024-W04,VALV-002,Pressure Relief Valve,Valves,267,243,-24,0.0898876404494382,2024-01
2024-02-05,2024-W05,VALV-002,Pressure Relief Valve,Valves,259,289,30,0.1158301158301158,2024-02
2024-02-12,2024-W06,VALV-002,Pressure Relief Valve,Valves,246,265,19,0.0772357723577235,2024-02
2024-02-19,2024-W07,VALV-002,Pressure Relief Valve,Valves,267,290,23,0.0861423220973782,2024-02
2024-02-26,2024-W08,VALV-002,Pressure Relief Valve,Valves,320,312,-8,0.025,2024-02
2024-03-04,2024-W09,VALV-002,Pressure Relief Valve,Valves,317,371,54,0.1703470031545741,2024-03
2024-03-11,2024-W10,VALV-002,Pressure Relief Valve,Valves,264,251,-13,0.0492424242424242,2024-03
2024-03-18,2024-W11,VALV-002,Pressure Relief Valve,Valves,361,371,10,0.0277008310249307,2024-03
2024-03-25,2024-W12,VALV-002,Pressure Relief Valve,Valves,288,324,36,0.125,2024-03
2024-04-01,2024-W13,VALV-002,Pressure Relief Valve,Valves,322,364,42,0.1304347826086956,2024-04
2024-04-08,2024-W14,VALV-002,Pressure Relief Valve,Valves,339,300,-39,0.1150442477876106,2024-04
2024-04-15,2024-W15,VALV-002,Pressure Relief Valve,Valves,338,309,-29,0.0857988165680473,2024-04
2024-04-22,2024-W16,VALV-002,Pressure Relief Valve,Valves,302,264,-38,0.1258278145695364,2024-04
2024-04-29,2024-W17,VALV-002,Pressure Relief Valve,Valves,330,298,-32,0.0969696969696969,2024-04
2024-05-06,2024-W18,VALV-002,Pressure Relief Valve,Valves,319,361,42,0.1316614420062695,2024-05
2024-05-13,2024-W19,VALV-002,Pressure Relief Valve,Valves,312,350,38,0.1217948717948717,2024-05
2024-05-20,2024-W20,VALV-002,Pressure Relief Valve,Valves,366,361,-5,0.0136612021857923,2024-05
2024-05-27,2024-W21,VALV-002,Pressure Relief Valve,Valves,287,291,4,0.0139372822299651,2024-05
2024-06-03,2024-W22,VALV-002,Pressure Relief Valve,Valves,259,265,6,0.0231660231660231,2024-06
2024-06-10,2024-W23,VALV-002,Pressure Relief Valve,Valves,300,312,12,0.04,2024-06
2024-06-17,2024-W24,VALV-002,Pressure Relief Valve,Valves,302,334,32,0.1059602649006622,2024-06
2024-06-24,2024-W25,VALV-002,Pressure Relief Valve,Valves,309,304,-5,0.0161812297734627,2024-06
2024-07-01,2024-W26,VALV-002,Pressure Relief Valve,Valves,227,258,31,0.1365638766519823,2024-07
2024-07-08,2024-W27,VALV-002,Pressure Relief Valve,Valves,271,263,-8,0.029520295202952,2024-07
2024-07-15,2024-W28,VALV-002,Pressure Relief Valve,Valves,211,216,5,0.0236966824644549,2024-07
2024-07-22,2024-W29,VALV-002,Pressure Relief Valve,Valves,248,255,7,0.0282258064516129,2024-07
2024-07-29,2024-W30,VALV-002,Pressure Relief Valve,Valves,212,246,34,0.160377358490566,2024-07
2024-08-05,2024-W31,VALV-002,Pressure Relief Valve,Valves,207,176,-31,0.1497584541062802,2024-08
2024-08-12,2024-W32,VALV-002,Pressure Relief Valve,Valves,257,219,-38,0.1478599221789883,2024-08
2024-08-19,2024-W33,VALV-002,Pressure Relief Valve,Valves,204,174,-30,0.1470588235294117,2024-08
2024-08-26,2024-W34,VALV-002,Pressure Relief Valve,Valves,157,169,12,0.0764331210191082,2024-08
2024-09-02,2024-W35,VALV-002,Pressure Relief Valve,Valves,212,201,-11,0.0518867924528301,2024-09
2024-09-09,2024-W36,VALV-002,Pressure Relief Valve,Valves,166,150,-16,0.0963855421686747,2024-09
2024-09-16,2024-W37,VALV-002,Pressure Relief Valve,Valves,174,178,4,0.0229885057471264,2024-09
2024-09-23,2024-W38,VALV-002,Pressure Relief Valve,Valves,193,176,-17,0.0880829015544041,2024-09
2024-09-30,2024-W39,VALV-002,Pressure Relief Valve,Valves,178,190,12,0.0674157303370786,2024-09
2024-10-07,2024-W40,VALV-002,Pressure Relief Valve,Valves,195,214,19,0.0974358974358974,2024-10
2024-10-14,2024-W41,VALV-002,Pressure Relief Valve,Valves,193,168,-25,0.1295336787564766,2024-10
2024-10-21,2024-W42,VALV-002,Pressure Relief Valve,Valves,176,184,8,0.0454545454545454,2024-10
2024-10-28,2024-W43,VALV-002,Pressure Relief Valve,Valves,200,204,4,0.02,2024-10
2024-11-04,2024-W44,VALV-002,Pressure Relief Valve,Valves,170,196,26,0.1529411764705882,2024-11
2024-11-11,2024-W45,VALV-002,Pressure Relief Valve,Valves,250,245,-5,0.02,2024-11
2024-11-18,2024-W46,VALV-002,Pressure Relief Valve,Valves,232,269,37,0.1594827586206896,2024-11
2024-11-25,2024-W47,VALV-002,Pressure Relief Valve,Valves,191,215,24,0.1256544502617801,2024-11
2024-12-02,2024-W48,VALV-002,Pressure Relief Valve,Valves,252,250,-2,0.0079365079365079,2024-12
2024-12-09,2024-W49,VALV-002,Pressure Relief Valve,Valves,240,218,-22,0.0916666666666666,2024-12
2024-12-16,2024-W50,VALV-002,Pressure Relief Valve,Valves,240,259,19,0.0791666666666666,2024-12
2024-12-23,2024-W51,VALV-002,Pressure Relief Valve,Valves,208,197,-11,0.0528846153846153,2024-12
2024-12-30,2024-W52,VALV-002,Pressure Relief Valve,Valves,207,225,18,0.0869565217391304,2024-12
2023-01-02,2023-W01,FIXT-001,Push-Fit Connector,Fittings,125,122,-3,0.024,2023-01
2023-01-09,2023-W02,FIXT-001,Push-Fit Connector,Fittings,112,121,9,0.0803571428571428,2023-01
2023-01-16,2023-W03,FIXT-001,Push-Fit Connector,Fittings,127,131,4,0.0314960629921259,2023-01
2023-01-23,2023-W04,FIXT-001,Push-Fit Connector,Fittings,124,110,-14,0.1129032258064516,2023-01
2023-01-30,2023-W05,FIXT-001,Push-Fit Connector,Fittings,131,149,18,0.1374045801526717,2023-01
2023-02-06,2023-W06,FIXT-001,Push-Fit Connector,Fittings,135,127,-8,0.0592592592592592,2023-02
2023-02-13,2023-W07,FIXT-001,Push-Fit Connector,Fittings,113,98,-15,0.1327433628318584,2023-02
2023-02-20,2023-W08,FIXT-001,Push-Fit Connector,Fittings,129,138,9,0.0697674418604651,2023-02
2023-02-27,2023-W09,FIXT-001,Push-Fit Connector,Fittings,133,156,23,0.1729323308270676,2023-02
2023-03-06,2023-W10,FIXT-001,Push-Fit Connector,Fittings,166,145,-21,0.1265060240963855,2023-03
2023-03-13,2023-W11,FIXT-001,Push-Fit Connector,Fittings,142,141,-1,0.0070422535211267,2023-03
2023-03-20,2023-W12,FIXT-001,Push-Fit Connector,Fittings,182,182,0,0.0,2023-03
2023-03-27,2023-W13,FIXT-001,Push-Fit Connector,Fittings,165,179,14,0.0848484848484848,2023-03
2023-04-03,2023-W14,FIXT-001,Push-Fit Connector,Fittings,140,132,-8,0.0571428571428571,2023-04
2023-04-10,2023-W15,FIXT-001,Push-Fit Connector,Fittings,148,161,13,0.0878378378378378,2023-04
2023-04-17,2023-W16,FIXT-001,Push-Fit Connector,Fittings,170,151,-19,0.1117647058823529,2023-04
2023-04-24,2023-W17,FIXT-001,Push-Fit Connector,Fittings,147,153,6,0.0408163265306122,2023-04
2023-05-01,2023-W18,FIXT-001,Push-Fit Connector,Fittings,137,145,8,0.0583941605839416,2023-05
2023-05-08,2023-W19,FIXT-001,Push-Fit Connector,Fittings,140,136,-4,0.0285714285714285,2023-05
2023-05-15,2023-W20,FIXT-001,Push-Fit Connector,Fittings,148,159,11,0.0743243243243243,2023-05
2023-05-22,2023-W21,FIXT-001,Push-Fit Connector,Fittings,136,115,-21,0.1544117647058823,2023-05
2023-05-29,2023-W22,FIXT-001,Push-Fit Connector,Fittings,157,172,15,0.0955414012738853,2023-05
2023-06-05,2023-W23,FIXT-001,Push-Fit Connector,Fittings,170,161,-9,0.0529411764705882,2023-06
2023-06-12,2023-W24,FIXT-001,Push-Fit Connector,Fittings,139,150,11,0.079136690647482,2023-06
2023-06-19,2023-W25,FIXT-001,Push-Fit Connector,Fittings,143,148,5,0.0349650349650349,2023-06
2023-06-26,2023-W26,FIXT-001,Push-Fit Connector,Fittings,133,138,5,0.037593984962406,2023-06
2023-07-03,2023-W27,FIXT-001,Push-Fit Connector,Fittings,151,133,-18,0.119205298013245,2023-07
2023-07-10,2023-W28,FIXT-001,Push-Fit Connector,Fittings,114,132,18,0.1578947368421052,2023-07
2023-07-17,2023-W29,FIXT-001,Push-Fit Connector,Fittings,123,143,20,0.1626016260162601,2023-07
2023-07-24,2023-W30,FIXT-001,Push-Fit Connector,Fittings,127,115,-12,0.0944881889763779,2023-07
2023-07-31,2023-W31,FIXT-001,Push-Fit Connector,Fittings,114,132,18,0.1578947368421052,2023-07
2023-08-07,2023-W32,FIXT-001,Push-Fit Connector,Fittings,108,96,-12,0.1111111111111111,2023-08
2023-08-14,2023-W33,FIXT-001,Push-Fit Connector,Fittings,116,106,-10,0.0862068965517241,2023-08
2023-08-21,2023-W34,FIXT-001,Push-Fit Connector,Fittings,100,93,-7,0.07,2023-08
2023-08-28,2023-W35,FIXT-001,Push-Fit Connector,Fittings,92,84,-8,0.0869565217391304,2023-08
2023-09-04,2023-W36,FIXT-001,Push-Fit Connector,Fittings,103,96,-7,0.0679611650485436,2023-09
2023-09-11,2023-W37,FIXT-001,Push-Fit Connector,Fittings,100,112,12,0.12,2023-09
2023-09-18,2023-W38,FIXT-001,Push-Fit Connector,Fittings,95,89,-6,0.0631578947368421,2023-09
2023-09-25,2023-W39,FIXT-001,Push-Fit Connector,Fittings,89,104,15,0.1685393258426966,2023-09
2023-10-02,2023-W40,FIXT-001,Push-Fit Connector,Fittings,71,64,-7,0.0985915492957746,2023-10
2023-10-09,2023-W41,FIXT-001,Push-Fit Connector,Fittings,102,119,17,0.1666666666666666,2023-10
2023-10-16,2023-W42,FIXT-001,Push-Fit Connector,Fittings,83,74,-9,0.108433734939759,2023-10
2023-10-23,2023-W43,FIXT-001,Push-Fit Connector,Fittings,83,71,-12,0.144578313253012,2023-10
2023-10-30,2023-W44,FIXT-001,Push-Fit Connector,Fittings,83,87,4,0.0481927710843373,2023-10
2023-11-06,2023-W45,FIXT-001,Push-Fit Connector,Fittings,103,89,-14,0.1359223300970873,2023-11
2023-11-13,2023-W46,FIXT-001,Push-Fit Connector,Fittings,109,95,-14,0.128440366972477,2023-11
2023-11-20,2023-W47,FIXT-001,Push-Fit Connector,Fittings,87,96,9,0.1034482758620689,2023-11
2023-11-27,2023-W48,FIXT-001,Push-Fit Connector,Fittings,85,76,-9,0.1058823529411764,2023-11
2023-12-04,2023-W49,FIXT-001,Push-Fit Connector,Fittings,103,101,-2,0.0194174757281553,2023-12
2023-12-11,2023-W50,FIXT-001,Push-Fit Connector,Fittings,99,98,-1,0.0101010101010101,2023-12
2023-12-18,2023-W51,FIXT-001,Push-Fit Connector,Fittings,94,89,-5,0.0531914893617021,2023-12
2023-12-25,2023-W52,FIXT-001,Push-Fit Connector,Fittings,117,135,18,0.1538461538461538,2023-12
2024-01-01,2024-W00,FIXT-001,Push-Fit Connector,Fittings,127,119,-8,0.0629921259842519,2024-01
2024-01-08,2024-W01,FIXT-001,Push-Fit Connector,Fittings,103,104,1,0.0097087378640776,2024-01
2024-01-15,2024-W02,FIXT-001,Push-Fit Connector,Fittings,122,137,15,0.1229508196721311,2024-01
2024-01-22,2024-W03,FIXT-001,Push-Fit Connector,Fittings,121,126,5,0.0413223140495867,2024-01
2024-01-29,2024-W04,FIXT-001,Push-Fit Connector,Fittings,127,137,10,0.0787401574803149,2024-01
2024-02-05,2024-W05,FIXT-001,Push-Fit Connector,Fittings,117,99,-18,0.1538461538461538,2024-02
2024-02-12,2024-W06,FIXT-001,Push-Fit Connector,Fittings,148,149,1,0.0067567567567567,2024-02
2024-02-19,2024-W07,FIXT-001,Push-Fit Connector,Fittings,130,123,-7,0.0538461538461538,2024-02
2024-02-26,2024-W08,FIXT-001,Push-Fit Connector,Fittings,141,136,-5,0.0354609929078014,2024-02
2024-03-04,2024-W09,FIXT-001,Push-Fit Connector,Fittings,128,138,10,0.078125,2024-03
2024-03-11,2024-W10,FIXT-001,Push-Fit Connector,Fittings,136,122,-14,0.1029411764705882,2024-03
2024-03-18,2024-W11,FIXT-001,Push-Fit Connector,Fittings,133,154,21,0.1578947368421052,2024-03
2024-03-25,2024-W12,FIXT-001,Push-Fit Connector,Fittings,118,100,-18,0.1525423728813559,2024-03
2024-04-01,2024-W13,FIXT-001,Push-Fit Connector,Fittings,131,117,-14,0.1068702290076335,2024-04
2024-04-08,2024-W14,FIXT-001,Push-Fit Connector,Fittings,135,137,2,0.0148148148148148,2024-04
2024-04-15,2024-W15,FIXT-001,Push-Fit Connector,Fittings,144,144,0,0.0,2024-04
2024-04-22,2024-W16,FIXT-001,Push-Fit Connector,Fittings,156,155,-1,0.0064102564102564,2024-04
2024-04-29,2024-W17,FIXT-001,Push-Fit Connector,Fittings,162,149,-13,0.0802469135802469,2024-04
2024-05-06,2024-W18,FIXT-001,Push-Fit Connector,Fittings,154,138,-16,0.1038961038961039,2024-05
2024-05-13,2024-W19,FIXT-001,Push-Fit Connector,Fittings,155,178,23,0.1483870967741935,2024-05
2024-05-20,2024-W20,FIXT-001,Push-Fit Connector,Fittings,162,149,-13,0.0802469135802469,2024-05
2024-05-27,2024-W21,FIXT-001,Push-Fit Connector,Fittings,142,143,1,0.0070422535211267,2024-05
2024-06-03,2024-W22,FIXT-001,Push-Fit Connector,Fittings,144,123,-21,0.1458333333333333,2024-06
2024-06-10,2024-W23,FIXT-001,Push-Fit Connector,Fittings,124,115,-9,0.0725806451612903,2024-06
2024-06-17,2024-W24,FIXT-001,Push-Fit Connector,Fittings,130,130,0,0.0,2024-06
2024-06-24,2024-W25,FIXT-001,Push-Fit Connector,Fittings,129,126,-3,0.0232558139534883,2024-06
